X,Y,xG,lastAction,shotType,situation,result
0.0999,0.6472,0.205,Rebound,Head,OpenPlay,SavedShot
0.9508,0.3678,0.275,Pass,LeftFoot,DirectFreekick,MissedShots
0.0334,0.3993,0.364,HeadPass,LeftFoot,DirectFreekick,MissedShots
0.9411,0.5788,0.387,Throughball,Head,DirectFreekick,SavedShot
0.7749,0.4918,0.14,Cross,RightFoot,OpenPlay,MissedShots
0.9903,0.05,0.023,Standard,Head,OpenPlay,MissedShots
0.7445,0.6919,0.066,HeadPass,RightFoot,FromCorner,SavedShot
0.9289,0.546,0.432,Throughball,RightFoot,Penalty,SavedShot
0.1597,0.4007,0.189,Pass,RightFoot,DirectFreekick,BlockedShot
0.7781,0.5727,0.131,Cross,RightFoot,FromCorner,SavedShot
0.7248,0.5945,0.083,Cross,RightFoot,OpenPlay,BlockedShot
0.9428,0.4899,0.534,Throughball,RightFoot,OpenPlay,MissedShots
0.0052,0.2916,0.16,Standard,RightFoot,FromCorner,MissedShots
0.1008,0.4599,0.357,Aerial,Head,OpenPlay,Goal
0.1571,0.8791,0.032,Cross,Head,OpenPlay,SavedShot
0.0639,0.4955,0.509,Throughball,Head,OpenPlay,MissedShots
0.814,0.5595,0.178,TakeOn,RightFoot,OpenPlay,MissedShots
0.1449,0.3275,0.14,BallTouch,OtherBodyPart,SetPiece,MissedShots
0.1322,0.457,0.28,HeadPass,LeftFoot,OpenPlay,SavedShot
0.1668,0.4976,0.224,Throughball,LeftFoot,DirectFreekick,MissedShots
0.2325,0.6421,0.096,Pass,RightFoot,OpenPlay,BlockedShot
0.1288,0.5452,0.285,Pass,RightFoot,FromCorner,SavedShot
0.012,0.5795,0.447,Pass,RightFoot,OpenPlay,MissedShots
0.8836,0.5659,0.292,Pass,Head,OpenPlay,SavedShot
0.8817,0.6644,0.168,BallTouch,LeftFoot,OpenPlay,MissedShots
0.0318,0.6568,0.236,Aerial,LeftFoot,OpenPlay,ShotOnPost
0.9672,0.2233,0.091,TakeOn,Head,FromCorner,MissedShots
0.928,0.3903,0.298,BallTouch,Head,OpenPlay,SavedShot
0.1204,0.5908,0.254,Pass,Head,Penalty,MissedShots
0.0947,0.3709,0.236,Aerial,RightFoot,OpenPlay,MissedShots
0.7963,0.386,0.131,BallTouch,LeftFoot,OpenPlay,MissedShots
0.1447,0.6626,0.149,HeadPass,LeftFoot,SetPiece,Goal
0.1569,0.6495,0.15,HeadPass,Head,OpenPlay,Goal
0.0814,0.5149,0.438,Throughball,LeftFoot,FromCorner,BlockedShot
0.2011,0.331,0.104,TakeOn,Head,FromCorner,BlockedShot
0.8453,0.7521,0.08,BallTouch,LeftFoot,OpenPlay,MissedShots
0.126,0.6605,0.166,BallTouch,Head,OpenPlay,SavedShot
0.0543,0.5532,0.463,Standard,LeftFoot,SetPiece,SavedShot
0.0292,0.5269,0.619,Pass,RightFoot,FromCorner,MissedShots
0.0062,0.498,0.807,Pass,RightFoot,OpenPlay,SavedShot
0.8614,0.5,0.28,HeadPass,OtherBodyPart,OpenPlay,MissedShots
0.9595,0.2396,0.103,Throughball,RightFoot,DirectFreekick,MissedShots
0.8423,0.5238,0.237,TakeOn,RightFoot,DirectFreekick,Goal
0.7892,0.7614,0.058,BallTouch,RightFoot,OpenPlay,BlockedShot
0.7897,0.4687,0.155,Cross,Head,OpenPlay,MissedShots
0.0018,0.2902,0.159,Standard,LeftFoot,OpenPlay,SavedShot
0.6945,0.1968,0.027,Throughball,LeftFoot,OpenPlay,BlockedShot
0.9018,0.7561,0.095,Throughball,Head,OpenPlay,ShotOnPost
0.3586,0.7274,0.028,Cross,RightFoot,SetPiece,SavedShot
0.0852,0.5825,0.329,TakeOn,RightFoot,OpenPlay,MissedShots
0.104,0.6847,0.156,Throughball,RightFoot,FromCorner,MissedShots
0.6302,0.2735,0.026,TakeOn,Head,DirectFreekick,SavedShot
0.9753,0.4952,0.695,HeadPass,Head,OpenPlay,MissedShots
0.8837,0.4024,0.252,Pass,LeftFoot,OpenPlay,MissedShots
0.8278,0.5737,0.19,HeadPass,LeftFoot,Penalty,BlockedShot
0.2485,0.4445,0.111,Rebound,RightFoot,OpenPlay,Goal
0.745,0.3127,0.068,Pass,RightFoot,SetPiece,SavedShot
0.2251,0.3351,0.091,TakeOn,RightFoot,FromCorner,SavedShot
0.8815,0.398,0.243,Pass,Head,OpenPlay,MissedShots
0.8358,0.95,0.018,Aerial,Head,OpenPlay,MissedShots
0.1168,0.6526,0.183,Pass,Head,OpenPlay,SavedShot
0.701,0.95,0.011,Rebound,Head,OpenPlay,SavedShot
0.1091,0.3481,0.19,HeadPass,LeftFoot,OpenPlay,MissedShots
0.0514,0.7112,0.149,HeadPass,RightFoot,SetPiece,MissedShots
0.0785,0.5818,0.343,Aerial,RightFoot,Penalty,SavedShot
0.9393,0.5509,0.451,Cross,RightFoot,FromCorner,ShotOnPost
0.9181,0.7497,0.104,Rebound,LeftFoot,OpenPlay,MissedShots
0.083,0.8153,0.063,BallTouch,Head,OpenPlay,Goal
0.0045,0.5303,0.665,Aerial,RightFoot,OpenPlay,BlockedShot
0.0521,0.6315,0.274,HeadPass,RightFoot,SetPiece,BlockedShot
0.9257,0.4356,0.387,BallTouch,RightFoot,SetPiece,SavedShot
0.135,0.6091,0.212,Cross,RightFoot,OpenPlay,ShotOnPost
0.3078,0.6343,0.058,Aerial,RightFoot,OpenPlay,ShotOnPost
0.1546,0.683,0.125,HeadPass,LeftFoot,OpenPlay,MissedShots
0.1181,0.3788,0.22,Throughball,LeftFoot,OpenPlay,MissedShots
0.8133,0.2188,0.057,TakeOn,Head,FromCorner,MissedShots
0.0235,0.4703,0.628,HeadPass,Head,DirectFreekick,BlockedShot
0.755,0.6126,0.098,Standard,RightFoot,OpenPlay,MissedShots
0.1116,0.5009,0.348,Standard,LeftFoot,OpenPlay,MissedShots
0.0197,0.3636,0.282,Rebound,RightFoot,SetPiece,SavedShot
0.1343,0.2399,0.082,HeadPass,RightFoot,OpenPlay,BlockedShot
0.0511,0.3128,0.18,BallTouch,RightFoot,FromCorner,SavedShot
0.1364,0.4961,0.285,TakeOn,RightFoot,OpenPlay,MissedShots
0.0111,0.7037,0.166,HeadPass,RightFoot,SetPiece,BlockedShot
0.3168,0.3169,0.045,Throughball,Head,OpenPlay,Goal
0.9631,0.6741,0.205,Pass,RightFoot,OpenPlay,MissedShots
0.7612,0.4296,0.116,BallTouch,RightFoot,OpenPlay,Goal
0.9604,0.5362,0.553,TakeOn,RightFoot,OpenPlay,MissedShots
0.8185,0.2162,0.057,Rebound,RightFoot,OpenPlay,MissedShots
0.1673,0.126,0.032,HeadPass,Head,OpenPlay,MissedShots
0.3019,0.4688,0.075,Cross,LeftFoot,OpenPlay,MissedShots
0.8719,0.8114,0.057,HeadPass,Head,Penalty,SavedShot
0.9442,0.8487,0.05,Pass,Head,DirectFreekick,SavedShot
0.1743,0.95,0.018,HeadPass,LeftFoot,OpenPlay,SavedShot
0.8897,0.5882,0.275,Standard,LeftFoot,SetPiece,BlockedShot
0.8255,0.1741,0.044,Throughball,RightFoot,OpenPlay,BlockedShot
0.9507,0.7593,0.103,Throughball,LeftFoot,OpenPlay,Goal
0.9866,0.5159,0.72,TakeOn,LeftFoot,OpenPlay,SavedShot
0.8868,0.2582,0.1,Rebound,RightFoot,Penalty,MissedShots
0.0631,0.5053,0.512,Cross,RightFoot,DirectFreekick,SavedShot
0.8253,0.884,0.029,HeadPass,RightFoot,SetPiece,ShotOnPost
0.0108,0.3342,0.225,Cross,RightFoot,OpenPlay,MissedShots
0.8431,0.4675,0.236,Standard,LeftFoot,OpenPlay,SavedShot
0.7682,0.7013,0.073,Rebound,Head,SetPiece,BlockedShot
0.2298,0.5635,0.126,HeadPass,RightFoot,OpenPlay,SavedShot
0.9327,0.8027,0.071,Pass,Head,SetPiece,MissedShots
0.8758,0.7552,0.088,Pass,Head,OpenPlay,MissedShots
0.0645,0.5343,0.474,Aerial,LeftFoot,FromCorner,MissedShots
0.1541,0.7325,0.091,Throughball,LeftFoot,SetPiece,SavedShot
0.1286,0.5351,0.292,TakeOn,Head,SetPiece,BlockedShot
0.0423,0.3385,0.224,Rebound,RightFoot,SetPiece,SavedShot
0.9235,0.4319,0.375,Pass,RightFoot,OpenPlay,Goal
0.1494,0.5356,0.249,Cross,LeftFoot,OpenPlay,BlockedShot
0.1062,0.7097,0.13,Throughball,RightFoot,DirectFreekick,ShotOnPost
0.2066,0.6519,0.109,Standard,RightFoot,SetPiece,SavedShot
0.9341,0.5573,0.423,Rebound,Head,OpenPlay,MissedShots
0.2143,0.7698,0.054,Rebound,RightFoot,SetPiece,ShotOnPost
0.5879,0.4093,0.029,BallTouch,RightFoot,OpenPlay,BlockedShot
0.6785,0.6479,0.05,Standard,LeftFoot,OpenPlay,MissedShots
0.9469,0.6209,0.296,Standard,LeftFoot,OpenPlay,SavedShot
0.9278,0.7356,0.118,TakeOn,RightFoot,OpenPlay,MissedShots
0.0759,0.1315,0.042,BallTouch,RightFoot,OpenPlay,MissedShots
0.1671,0.3372,0.131,Pass,RightFoot,FromCorner,Goal
0.0278,0.4027,0.378,Rebound,RightFoot,SetPiece,BlockedShot
0.2195,0.5024,0.147,Throughball,RightFoot,OpenPlay,Goal
0.9683,0.5123,0.648,Pass,RightFoot,SetPiece,SavedShot
0.9424,0.4051,0.35,Standard,RightFoot,OpenPlay,MissedShots
0.7242,0.5387,0.092,Cross,LeftFoot,OpenPlay,SavedShot
0.26,0.5845,0.095,HeadPass,LeftFoot,OpenPlay,SavedShot
0.13,0.4024,0.232,HeadPass,LeftFoot,OpenPlay,BlockedShot
0.1401,0.3341,0.15,TakeOn,LeftFoot,OpenPlay,MissedShots
0.206,0.5782,0.146,TakeOn,RightFoot,OpenPlay,MissedShots
0.1062,0.6853,0.154,TakeOn,RightFoot,OpenPlay,SavedShot
0.137,0.6377,0.18,Throughball,LeftFoot,OpenPlay,MissedShots
0.93,0.5739,0.376,TakeOn,LeftFoot,OpenPlay,BlockedShot
0.9472,0.6973,0.166,Aerial,LeftFoot,OpenPlay,SavedShot
0.9076,0.3503,0.208,Standard,RightFoot,FromCorner,MissedShots
0.0806,0.95,0.022,Throughball,LeftFoot,SetPiece,BlockedShot
0.6696,0.2873,0.037,Rebound,RightFoot,OpenPlay,MissedShots
0.0772,0.4347,0.379,TakeOn,RightFoot,OpenPlay,MissedShots
0.0488,0.7755,0.091,Aerial,LeftFoot,OpenPlay,BlockedShot
0.0612,0.41,0.356,BallTouch,RightFoot,OpenPlay,MissedShots
0.8912,0.6559,0.186,TakeOn,RightFoot,OpenPlay,SavedShot
0.0796,0.4669,0.427,Rebound,Head,FromCorner,MissedShots
0.1386,0.6098,0.207,Aerial,LeftFoot,OpenPlay,MissedShots
0.7385,0.812,0.033,TakeOn,LeftFoot,Penalty,BlockedShot
0.9734,0.565,0.485,HeadPass,RightFoot,SetPiece,SavedShot
0.8829,0.621,0.221,TakeOn,Head,FromCorner,SavedShot
0.8664,0.5465,0.274,Rebound,RightFoot,FromCorner,SavedShot
0.2593,0.05,0.013,Pass,RightFoot,OpenPlay,SavedShot
0.887,0.8231,0.055,BallTouch,RightFoot,OpenPlay,MissedShots
0.9441,0.9026,0.033,Aerial,LeftFoot,OpenPlay,MissedShots
0.9283,0.648,0.228,Pass,RightFoot,OpenPlay,MissedShots
0.3218,0.1568,0.02,Standard,LeftFoot,OpenPlay,MissedShots
0.1183,0.6375,0.199,Rebound,Head,SetPiece,Goal
0.7832,0.6274,0.114,Rebound,RightFoot,DirectFreekick,MissedShots
0.9062,0.6716,0.178,Rebound,Head,OpenPlay,MissedShots
0.228,0.5522,0.131,Throughball,RightFoot,OpenPlay,MissedShots
0.192,0.5556,0.172,Pass,LeftFoot,SetPiece,BlockedShot
0.0776,0.7471,0.107,Rebound,RightFoot,OpenPlay,MissedShots
0.9309,0.557,0.415,HeadPass,RightFoot,FromCorner,SavedShot
0.9416,0.3821,0.297,BallTouch,Head,OpenPlay,SavedShot
0.157,0.2531,0.082,Throughball,Head,OpenPlay,MissedShots
0.709,0.5274,0.082,TakeOn,RightFoot,OpenPlay,MissedShots
0.9191,0.228,0.088,Rebound,Head,SetPiece,MissedShots
0.864,0.4538,0.269,Rebound,RightFoot,DirectFreekick,Goal
0.7866,0.5999,0.129,Rebound,LeftFoot,DirectFreekick,SavedShot
0.9793,0.5131,0.699,BallTouch,RightFoot,OpenPlay,MissedShots
0.1609,0.2206,0.064,Rebound,RightFoot,FromCorner,SavedShot
0.9887,0.4368,0.509,Aerial,LeftFoot,SetPiece,MissedShots
0.0164,0.6001,0.378,Rebound,LeftFoot,OpenPlay,SavedShot
0.9606,0.6095,0.335,HeadPass,OtherBodyPart,OpenPlay,SavedShot
0.0362,0.6583,0.232,BallTouch,RightFoot,OpenPlay,SavedShot
0.3973,0.3076,0.025,HeadPass,LeftFoot,DirectFreekick,MissedShots
0.921,0.4094,0.325,Cross,LeftFoot,SetPiece,MissedShots
0.0732,0.4073,0.33,Rebound,RightFoot,OpenPlay,MissedShots
0.0784,0.5393,0.421,HeadPass,Head,OpenPlay,BlockedShot
0.0367,0.2948,0.16,Standard,LeftFoot,Penalty,MissedShots
0.1932,0.6371,0.128,Rebound,LeftFoot,OpenPlay,Goal
0.8961,0.7544,0.094,Rebound,RightFoot,OpenPlay,BlockedShot
0.0435,0.5062,0.598,Pass,RightFoot,SetPiece,SavedShot
0.8167,0.5497,0.186,Aerial,Head,Penalty,MissedShots
0.9509,0.8433,0.053,Cross,RightFoot,OpenPlay,MissedShots
0.8829,0.5843,0.268,Aerial,RightFoot,Penalty,MissedShots
0.0534,0.4812,0.54,Throughball,LeftFoot,OpenPlay,SavedShot
0.0731,0.3065,0.162,Pass,RightFoot,SetPiece,BlockedShot
0.8681,0.8777,0.035,Rebound,RightFoot,OpenPlay,BlockedShot
0.3343,0.6712,0.042,Cross,RightFoot,DirectFreekick,MissedShots
0.0888,0.6765,0.175,Standard,RightFoot,OpenPlay,MissedShots
0.0596,0.357,0.246,TakeOn,LeftFoot,OpenPlay,Goal
0.8536,0.6049,0.201,TakeOn,RightFoot,DirectFreekick,MissedShots
0.9502,0.6408,0.257,BallTouch,RightFoot,OpenPlay,ShotOnPost
0.7028,0.52,0.078,Throughball,LeftFoot,OpenPlay,MissedShots
0.7793,0.4409,0.137,Throughball,Head,OpenPlay,SavedShot
0.8108,0.5398,0.181,Throughball,Head,OpenPlay,SavedShot
0.9796,0.7448,0.119,Throughball,Head,SetPiece,BlockedShot
0.9782,0.5152,0.687,Pass,RightFoot,OpenPlay,MissedShots
0.8632,0.8687,0.037,Aerial,Head,OpenPlay,BlockedShot
0.8491,0.5013,0.254,HeadPass,RightFoot,OpenPlay,BlockedShot
0.1739,0.5552,0.198,BallTouch,LeftFoot,OpenPlay,SavedShot
0.8474,0.5002,0.251,Standard,RightFoot,FromCorner,MissedShots
0.9031,0.694,0.15,Pass,RightFoot,FromCorner,MissedShots
0.974,0.8143,0.068,Standard,RightFoot,OpenPlay,MissedShots
0.1304,0.649,0.174,Rebound,RightFoot,DirectFreekick,Goal
0.0805,0.3951,0.295,BallTouch,LeftFoot,OpenPlay,SavedShot
0.0574,0.5373,0.491,BallTouch,RightFoot,OpenPlay,SavedShot
0.8618,0.3658,0.182,Aerial,RightFoot,FromCorner,SavedShot
0.9512,0.5216,0.555,Pass,RightFoot,FromCorner,SavedShot
0.1478,0.6064,0.198,Rebound,LeftFoot,DirectFreekick,MissedShots
0.0978,0.3304,0.178,TakeOn,LeftFoot,SetPiece,SavedShot
0.9205,0.3457,0.212,Cross,Head,OpenPlay,SavedShot
0.9799,0.2481,0.113,Cross,RightFoot,OpenPlay,MissedShots
0.8154,0.4534,0.185,HeadPass,Head,OpenPlay,MissedShots
0.7883,0.3988,0.13,Aerial,RightFoot,OpenPlay,BlockedShot
0.0176,0.8097,0.071,Throughball,RightFoot,OpenPlay,Goal
0.1721,0.6886,0.11,HeadPass,RightFoot,OpenPlay,BlockedShot
0.093,0.4767,0.395,Throughball,RightFoot,OpenPlay,SavedShot
0.0685,0.5612,0.408,Aerial,RightFoot,OpenPlay,BlockedShot
0.0758,0.3916,0.295,Standard,RightFoot,OpenPlay,SavedShot
0.241,0.587,0.109,Standard,RightFoot,OpenPlay,BlockedShot
0.0901,0.2764,0.124,TakeOn,RightFoot,OpenPlay,MissedShots
0.1488,0.3711,0.176,TakeOn,RightFoot,DirectFreekick,MissedShots
0.9338,0.4743,0.482,Throughball,LeftFoot,OpenPlay,SavedShot
0.8589,0.6693,0.146,TakeOn,LeftFoot,OpenPlay,SavedShot
0.0427,0.1619,0.056,Cross,Head,SetPiece,SavedShot
0.1884,0.6599,0.118,Standard,Head,OpenPlay,SavedShot
0.9118,0.5145,0.416,BallTouch,OtherBodyPart,OpenPlay,SavedShot
0.2761,0.5044,0.093,Cross,LeftFoot,OpenPlay,MissedShots
0.5958,0.1501,0.012,Rebound,Head,DirectFreekick,SavedShot
0.0572,0.3906,0.317,Cross,LeftFoot,FromCorner,MissedShots
0.1772,0.4351,0.188,Aerial,RightFoot,SetPiece,SavedShot
0.0377,0.7145,0.149,HeadPass,RightFoot,FromCorner,MissedShots
0.8611,0.4428,0.256,TakeOn,Head,SetPiece,MissedShots
0.0143,0.6495,0.256,Throughball,RightFoot,SetPiece,SavedShot
0.8844,0.57,0.288,BallTouch,LeftFoot,SetPiece,SavedShot
0.0075,0.5038,0.795,Standard,RightFoot,OpenPlay,SavedShot
0.9616,0.05,0.023,TakeOn,LeftFoot,OpenPlay,SavedShot
0.9384,0.5131,0.514,Rebound,RightFoot,OpenPlay,SavedShot
0.9176,0.7073,0.143,Standard,RightFoot,OpenPlay,BlockedShot
0.7107,0.6538,0.062,TakeOn,RightFoot,FromCorner,BlockedShot
0.9792,0.4594,0.59,Rebound,RightFoot,OpenPlay,SavedShot
0.8142,0.4164,0.167,Standard,RightFoot,SetPiece,MissedShots
0.1516,0.4952,0.253,Standard,LeftFoot,OpenPlay,BlockedShot
0.151,0.6989,0.115,TakeOn,LeftFoot,FromCorner,SavedShot
0.2611,0.4191,0.095,HeadPass,RightFoot,OpenPlay,SavedShot
0.0072,0.8161,0.068,Standard,LeftFoot,FromCorner,MissedShots
0.0552,0.4704,0.515,Throughball,RightFoot,DirectFreekick,MissedShots
0.8828,0.5326,0.321,Pass,Head,OpenPlay,Goal
0.2626,0.6435,0.078,BallTouch,Head,OpenPlay,SavedShot
0.0725,0.5599,0.401,Aerial,Head,FromCorner,MissedShots
0.917,0.4689,0.418,HeadPass,LeftFoot,OpenPlay,BlockedShot
0.8503,0.514,0.255,HeadPass,LeftFoot,OpenPlay,SavedShot
0.034,0.7273,0.135,BallTouch,OtherBodyPart,OpenPlay,BlockedShot
0.9507,0.4698,0.535,Standard,Head,OpenPlay,MissedShots
0.0526,0.5958,0.355,Standard,RightFoot,OpenPlay,SavedShot
0.9242,0.4624,0.432,Rebound,LeftFoot,DirectFreekick,Goal
0.9705,0.3968,0.36,Throughball,LeftFoot,OpenPlay,Goal
0.9737,0.7935,0.08,Pass,RightFoot,OpenPlay,MissedShots
0.9606,0.8395,0.055,Cross,RightFoot,OpenPlay,BlockedShot
0.336,0.5569,0.056,Standard,RightFoot,FromCorner,BlockedShot
0.9627,0.571,0.447,HeadPass,Head,DirectFreekick,MissedShots
0.7046,0.5407,0.078,Pass,RightFoot,SetPiece,SavedShot
0.8335,0.5919,0.186,Standard,RightFoot,SetPiece,BlockedShot
0.723,0.4484,0.089,BallTouch,RightFoot,OpenPlay,MissedShots
0.9532,0.6176,0.309,Throughball,LeftFoot,OpenPlay,BlockedShot
0.2712,0.4456,0.093,BallTouch,RightFoot,OpenPlay,MissedShots
0.7812,0.7398,0.063,Pass,RightFoot,OpenPlay,SavedShot
0.0181,0.2581,0.122,Aerial,RightFoot,FromCorner,ShotOnPost
0.3155,0.6674,0.049,Pass,RightFoot,OpenPlay,SavedShot
0.9367,0.8105,0.067,HeadPass,LeftFoot,OpenPlay,MissedShots
0.0527,0.95,0.023,Pass,RightFoot,OpenPlay,MissedShots
0.2284,0.7184,0.068,Cross,RightFoot,FromCorner,SavedShot
0.0068,0.5046,0.796,Rebound,Head,FromCorner,SavedShot
0.6693,0.7222,0.035,Pass,RightFoot,OpenPlay,MissedShots
0.836,0.4201,0.198,Pass,RightFoot,OpenPlay,MissedShots
0.7658,0.5703,0.12,TakeOn,RightFoot,FromCorner,MissedShots
0.9643,0.5401,0.553,Rebound,Head,FromCorner,SavedShot
0.9833,0.5115,0.722,HeadPass,RightFoot,OpenPlay,BlockedShot
0.8947,0.3553,0.203,Pass,RightFoot,OpenPlay,MissedShots
0.8355,0.4235,0.199,Rebound,LeftFoot,OpenPlay,MissedShots
0.9728,0.4808,0.651,Rebound,RightFoot,OpenPlay,MissedShots
0.9262,0.6031,0.308,Standard,RightFoot,OpenPlay,MissedShots
0.1437,0.95,0.019,Rebound,LeftFoot,DirectFreekick,ShotOnPost
0.8436,0.4832,0.242,Rebound,LeftFoot,OpenPlay,MissedShots
0.6061,0.6837,0.026,Rebound,LeftFoot,OpenPlay,ShotOnPost
0.961,0.7694,0.096,BallTouch,RightFoot,OpenPlay,SavedShot
0.9269,0.4059,0.328,Aerial,Head,OpenPlay,SavedShot
0.0515,0.95,0.023,Rebound,RightFoot,OpenPlay,SavedShot
0.7468,0.4506,0.108,Cross,LeftFoot,OpenPlay,SavedShot
0.9129,0.653,0.208,BallTouch,Head,DirectFreekick,BlockedShot
0.8957,0.108,0.033,Standard,RightFoot,OpenPlay,BlockedShot
0.1837,0.5854,0.168,Throughball,LeftFoot,OpenPlay,ShotOnPost
0.0606,0.4865,0.517,BallTouch,Head,OpenPlay,MissedShots
0.0546,0.5008,0.549,Rebound,RightFoot,OpenPlay,SavedShot
0.9797,0.3924,0.354,HeadPass,LeftFoot,SetPiece,MissedShots
0.3985,0.5133,0.035,Standard,RightFoot,SetPiece,BlockedShot
0.2579,0.6279,0.085,BallTouch,RightFoot,OpenPlay,BlockedShot
0.1772,0.778,0.061,Aerial,LeftFoot,OpenPlay,SavedShot
0.1835,0.6792,0.109,Rebound,RightFoot,OpenPlay,MissedShots
0.8959,0.2711,0.114,Pass,RightFoot,SetPiece,BlockedShot
0.1826,0.4244,0.175,BallTouch,RightFoot,SetPiece,MissedShots
0.9442,0.3917,0.321,Throughball,RightFoot,OpenPlay,SavedShot
0.2062,0.95,0.016,HeadPass,Head,OpenPlay,MissedShots
0.955,0.5187,0.575,BallTouch,RightFoot,OpenPlay,Goal
0.3027,0.2154,0.031,BallTouch,RightFoot,FromCorner,MissedShots
0.0821,0.8056,0.068,Standard,RightFoot,OpenPlay,MissedShots
0.9652,0.7403,0.122,Aerial,LeftFoot,FromCorner,SavedShot
0.9896,0.2556,0.12,HeadPass,RightFoot,OpenPlay,MissedShots
0.0847,0.3166,0.169,Cross,RightFoot,SetPiece,BlockedShot
0.9134,0.5428,0.392,Pass,RightFoot,OpenPlay,SavedShot
0.8704,0.5553,0.275,Rebound,RightFoot,FromCorner,BlockedShot
0.1113,0.5136,0.347,Cross,RightFoot,OpenPlay,MissedShots
0.929,0.6007,0.317,Pass,RightFoot,OpenPlay,BlockedShot
0.9026,0.5821,0.307,HeadPass,RightFoot,OpenPlay,SavedShot
0.0208,0.1556,0.054,Cross,RightFoot,OpenPlay,MissedShots
0.9248,0.551,0.411,HeadPass,RightFoot,SetPiece,MissedShots
0.0551,0.4794,0.531,Standard,RightFoot,Penalty,MissedShots
0.0921,0.6273,0.242,HeadPass,RightFoot,OpenPlay,MissedShots
0.1832,0.6234,0.145,Aerial,RightFoot,OpenPlay,MissedShots
0.8884,0.4261,0.291,Rebound,LeftFoot,OpenPlay,SavedShot
0.9626,0.2417,0.105,Standard,OtherBodyPart,OpenPlay,SavedShot
0.9487,0.8113,0.068,TakeOn,RightFoot,OpenPlay,MissedShots
0.8976,0.6408,0.211,BallTouch,LeftFoot,FromCorner,BlockedShot
0.2578,0.691,0.065,Aerial,RightFoot,OpenPlay,MissedShots
0.8998,0.3927,0.263,HeadPass,RightFoot,FromCorner,SavedShot
0.0762,0.4824,0.455,HeadPass,LeftFoot,FromCorner,SavedShot
0.0731,0.2887,0.142,Rebound,RightFoot,OpenPlay,BlockedShot
0.2419,0.5953,0.106,Cross,Head,OpenPlay,BlockedShot
0.8546,0.4648,0.257,Standard,RightFoot,OpenPlay,BlockedShot
0.7571,0.5189,0.121,BallTouch,Head,DirectFreekick,Goal
0.0405,0.6734,0.204,Throughball,RightFoot,Penalty,ShotOnPost
0.8031,0.464,0.171,HeadPass,Head,OpenPlay,MissedShots
0.2023,0.5191,0.167,Aerial,RightFoot,OpenPlay,SavedShot
0.842,0.7479,0.081,Standard,LeftFoot,OpenPlay,SavedShot
0.0471,0.7135,0.148,Pass,RightFoot,OpenPlay,SavedShot
0.7864,0.5058,0.154,Rebound,Head,FromCorner,SavedShot
0.8762,0.3867,0.222,Pass,RightFoot,FromCorner,SavedShot
0.9429,0.4246,0.399,TakeOn,RightFoot,OpenPlay,MissedShots
0.8231,0.596,0.17,Pass,RightFoot,OpenPlay,MissedShots
0.2249,0.5283,0.139,Standard,Head,OpenPlay,SavedShot
0.1287,0.5667,0.267,Aerial,RightFoot,DirectFreekick,Goal
0.1217,0.4067,0.249,Pass,RightFoot,FromCorner,BlockedShot
0.3891,0.3682,0.032,Throughball,Head,OpenPlay,SavedShot
0.2252,0.4626,0.137,BallTouch,RightFoot,DirectFreekick,BlockedShot
0.0922,0.6301,0.237,Standard,LeftFoot,OpenPlay,Goal
0.1079,0.6721,0.167,Pass,RightFoot,OpenPlay,SavedShot
0.8599,0.327,0.143,Cross,Head,OpenPlay,SavedShot
0.9631,0.6153,0.323,Aerial,LeftFoot,OpenPlay,SavedShot
0.8306,0.5597,0.202,Cross,Head,OpenPlay,SavedShot
0.2794,0.6613,0.064,Standard,RightFoot,OpenPlay,SavedShot
0.1365,0.7484,0.088,TakeOn,RightFoot,FromCorner,Goal
0.2119,0.3068,0.086,HeadPass,LeftFoot,DirectFreekick,SavedShot
0.1905,0.4788,0.183,Standard,LeftFoot,SetPiece,MissedShots
0.1565,0.2681,0.091,Aerial,Head,FromCorner,BlockedShot
0.1749,0.6066,0.165,Pass,RightFoot,FromCorner,MissedShots
0.7828,0.6077,0.122,TakeOn,LeftFoot,Penalty,MissedShots
0.9786,0.3027,0.174,Rebound,LeftFoot,OpenPlay,MissedShots
0.7219,0.494,0.092,Rebound,LeftFoot,OpenPlay,SavedShot
0.7419,0.4267,0.099,Standard,RightFoot,OpenPlay,MissedShots
0.2367,0.6996,0.071,Pass,LeftFoot,OpenPlay,MissedShots
0.8635,0.6218,0.197,Standard,Head,OpenPlay,BlockedShot
0.3771,0.6093,0.037,Aerial,RightFoot,OpenPlay,SavedShot
0.1661,0.5641,0.204,Pass,LeftFoot,OpenPlay,SavedShot
0.1479,0.7651,0.075,Pass,RightFoot,FromCorner,SavedShot
0.1043,0.3617,0.213,TakeOn,RightFoot,OpenPlay,SavedShot
0.8729,0.5148,0.305,Aerial,LeftFoot,Penalty,SavedShot
0.8465,0.5862,0.208,Cross,RightFoot,OpenPlay,SavedShot
0.7907,0.4029,0.134,BallTouch,Head,OpenPlay,MissedShots
0.7762,0.3502,0.099,BallTouch,Head,OpenPlay,MissedShots
0.7459,0.483,0.111,Throughball,RightFoot,OpenPlay,SavedShot
0.8601,0.4506,0.259,Aerial,RightFoot,FromCorner,SavedShot
0.9918,0.4399,0.523,BallTouch,Head,SetPiece,SavedShot
0.1233,0.7148,0.117,Cross,LeftFoot,SetPiece,ShotOnPost
0.0957,0.3858,0.258,Cross,RightFoot,OpenPlay,SavedShot
